"DIVISION_NO","DIVISION_NAME","DEPARTMENT_NO","DEPARTMENT_NAME","SECT_NO","SECT_NAME","PLANT_NO","PLANT_NAME","PLANT_TYPE","PROVINCE_NAME"
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4M6,สุราษฎร์ธานี (เอ็นเค คลองน้อย),QMIX,สุราษฎร์ธานี
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4M7,ภูเก็ตค้าซีเมนต์ รัษฎา,QMIX,ภูเก็ต
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4M8,กระบี่น้อย,QMIX,กระบี่
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4M9,เอพี ป่าตอง,QMIX,ปทุมธานี
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4N3,น้ำโสม อุดรรุ่งนิรันดร์,QMIX,อุดรธานี
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4N4,ศิลาขอนแก่นคอนกรีต,QMIX,ขอนแก่น
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4N5,อุบลเจพีแมน คอนกรีต,QMIX,อุบลราชธานี
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4N6,กุดรัง ตั้งสุรเสียง คอนกรีต,QMIX,มหาสารคาม
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4N7,มหาสารคาม สัมฤทธิ์,QMIX,มหาสารคาม
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4N8,วานรนิวาส คิงส์คอบร้าโกลด์ สกลนคร,QMIX,สกลนคร
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4N9,ปราสาท บีทีซี สุรินทร์,QMIX,สุรินทร์
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4O0,นครศรีธรรมราช สันยา คอนกรีต,QMIX,นครศรีธรรมราช
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4O1,ร่อนพิบูลย์ ธนโชติวัสดุก่อสร้าง นครศรีธรรมราช,QMIX,นครศรีธรรมราช
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4O2,หาดใหญ่ สระหลวง ก่อสร้าง สงขลา,QMIX,สงขลา
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4O3,เมือง เอเซีย คอนกรีต แพลนท์ สงขลา,QMIX,สงขลา
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4P0,เชียงใหม่ (สารภี),QMIX,เชียงใหม่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4P1,หางดง,QMIX,เชียงใหม่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4P4,ลำพูน,QMIX,ลำพูน
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4P5,สันปูเลย,QMIX,เชียงใหม่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4P6,แม่ริม,QMIX,เชียงใหม่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4P7,แม่แตง,QMIX,เชียงใหม่
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",NTH 2 RMC BIZ PRD,K4P8,DT เชียงราย,QMIX,เชียงราย
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4P9,สุโขทัย,QMIX,สุโขทัย
"20000143",QMix Central,"00022228",QMIX CNT 2 RMC BIZ PRD,"00010235",CNT 2 RMC BIZ PRD,K4Q0,บึงสามพัน,QMIX,เพชรบูรณ์
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",NTH 2 RMC BIZ PRD,K4Q1,DT นางแล,QMIX,เชียงราย
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Q2,บีโฮมเวียงชัย,QMIX,เชียงราย
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Q3,แพร่(สปาทีม),QMIX,แพร่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Q4,ลำปาง(สปาทีม),QMIX,ลำปาง
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Q5,ดอกคำใต้ เอพีโฮม,QMIX,พะเยา
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",NTH 2 RMC BIZ PRD,K4Q6,แม่ตีบ ไร้ท์ ทันเน็ลลิ่ง,QMIX,ลำปาง
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Q7,พะเยา,QMIX,พะเยา
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Q8,ยู เอส แม่แฝก,QMIX,เชียงใหม่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Q9,เอพี ลำพูน,QMIX,ลำพูน
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",NTH 2 RMC BIZ PRD,K4R0,สถานีสอง (BP3),QMIX,แพร่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4R1,ลำปางมงคล,QMIX,ลำปาง
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4R2,เกล้าเจริญ วัสดุก่อสร้าง,QMIX,อุตรดิตถ์
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",NTH 2 RMC BIZ PRD,K4R3,แม่ตีบ ITD (BP6),QMIX,ลำปาง
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4R4,อุโมงค์พะเยา 2 ไร้ท์ทันเน็ลลิ่ง,QMIX,พะเยา
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4R5,อุโมงค์สอง ITD (BP4),QMIX,แพร่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4R6,อุโมงค์งาว ITD (BP5),QMIX,แพร่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4R7,งาว จักรภัทรคอนกรีต,QMIX,ลำปาง
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4R9,เชียงราย รถไฟทางคู่,QMIX,เชียงราย
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4T2,ประดิพัทธ์ ORC,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4T9,ท่ายาง,QMIX,เพชรบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4U0,บางโทรัด,QMIX,ราชบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010238",BKK 2/3 RMC BIZ PRD,K4U1,บ้านโป่ง,QMIX,ราชบุรี
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K4U2,สรรพาวุธ 2,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K4U3,ปากเกร็ด (โรงหล่อเสาไฟฟ้า),QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4U4,ดำเนินสะดวก,QMIX,นครปฐม
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4U5,วังตะกู,QMIX,สระบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010238",BKK 2/3 RMC BIZ PRD,K4U6,คชาณัฎฐ์ นครปฐม,QMIX,นครปฐม
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4U7,Central นครปฐม,QMIX,สระบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K4U8,ปากเกร็ด การไฟฟ้า Cluster 2,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4U9,ทรวงพาณิชย์ กระทุ่มแบน,QMIX,สมุทรสาคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4V0,ทรวงพาณิชย์ สมุทรสาคร,QMIX,สมุทรสาคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K4V1,ปากเกร็ด การไฟฟ้า Cluster 3,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K4V2,CPAC พระประโทน,QMIX,สระบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K4V3,โททอล พรีคาสท์ ไทรน้อย,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K4V4,ลำลูกกา คลอง 7 ทุนเร้นท์,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010238",BKK 2/3 RMC BIZ PRD,K4V5,มหาสวัสดิ์,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K4V6,ลาดหลุมแก้ว  ที.คิว.ซี คอนกรีต,QMIX,ปทุมธานี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010238",BKK 2/3 RMC BIZ PRD,K4V7,วังตะกู พัฒนาดีโฮมมาร์ท,QMIX,นครปฐม
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010238",BKK 2/3 RMC BIZ PRD,K4V8,บ้านใหม่ ที.คิว.ซี คอนกรีต,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010238",BKK 2/3 RMC BIZ PRD,K4V9,ซีแพค อ้อมน้อย,QMIX,สมุทรสาคร
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Y0,พะเยา รถไฟทางคู่,QMIX,พะเยา
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Y1,ดอยหลวง เจริญทรัพย์คอนกรีต,QMIX,เชียงราย
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Y2,ป่าแดด รถไฟทางคู่ เชียงราย,QMIX,เชียงราย
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Y3,เชียงม่วน ปราณีวัสดุก่อสร้าง พะเยา,QMIX,พะเยา
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Y4,อุโมงค์พะเยา 3 ไร้ท์ทันเน็ลลิ่ง,QMIX,ลำปาง
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Y5,QMIX แม่สอด,QMIX,ตาก
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Y6,งาว จักรภัทรคอนกรีต 2,QMIX,ลำปาง
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Y7,แม่ตีบ จักรภัทรคอนกรีต3,QMIX,ลำปาง
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",Maintenance System,K4Y8,แม่ตีบ RT ITD BP7,QMIX,แพร่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K4Y9,วชิรบารมี เทิดไท พิจิตร,QMIX,พิจิตร
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z0,ภูเก็ตค้าซีเมนต์ โคกกลอย,QMIX,ภูเก็ต
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z1,ชุมพรคอนกรีต,QMIX,ชุมพร
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z2,ถลาง โชคชัยคอนกรีต 1,QMIX,ภูเก็ต
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z3,ถลาง โชคชัยคอนกรีต 2,QMIX,ภูเก็ต
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z4,บางเตย ชัยยันต์คอนกรีต พังงา,QMIX,พังงา
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z5,เวียงสระ ผาทอง24 สุราษฎธานี,QMIX,สุราษฎร์ธานี
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z6,เมือง อภิญญานันท์ กระบี่,QMIX,กระบี่
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z7,ทุ่งใหญ่ ผาทอง 24 นครศรีธรรมราช,QMIX,นครศรีธรรมราช
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z8,กะทู้ ภูเก็ต,QMIX,ภูเก็ต
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4Z9,ท้ายเหมือง ชัยยันต์คอนกรีต พังงา,QMIX,พังงา
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K5J0,บ้านค่าย เอไอคอนกรีต ระยอง,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K5J1,ปลวกแดง ซุนคอร์ป ระยอง,QMIX,ระยอง
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010225",EST 1/2 RMC BIZ PRD,K5J2,สัตหีบ บีเอซี คอนกรีต ชลบุรี,QMIX,ชลบุรี
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010225",EST 1/2 RMC BIZ PRD,K5J3,พัทยา เอสทีซี คอนกรีต ชลบุรี,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K5J4,นิคม CPGC  โอเคคอนกรีต ระยอง,QMIX,ระยอง
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K5R0,สังขะ SJS สุรินทร์,QMIX,สุรินทร์
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K5R1,เพชรสมวงศ์ นาแก นครพนม,QMIX,ยโสธร
"20000144",QMix North,"00025224",QMIX NTH 2 RMC BIZ PRD,"00010240",NTH 2 RMC BIZ PRD,K5V0,อุุโมงค์งาว ITD BP8,QMIX,แพร่
"20000144",QMix North,"00025214",QMIX NTH 1 RMC BIZ PRD,"00010230",NTH 1 RMC BIZ PRD,K5V1,เทิดไท สุโขทัย 2,QMIX,สุโขทัย
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,ZZ1A,ศรีสุราษฎร์,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,ZZ3D,แม่ขรี-พัทลุง,CPAC,พัทลุง
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,ZZ4B,สงขลา-นาทวี,CPAC,สงขลา
"90000144",RMC North,"00014803",North 1,"00014919",Prod.เชียงใหม่2,ZZ92,"RMC, Post Tension and Precast สารภี",CPAC,เชียงใหม่
"90000140",RMC Metro,"00014300",Metro 1,"00014388",Prod.บางซื่อ,ZZA5,บางซ่อน 5,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014271",Prod.พระราม 9,ZZA7,คลองตัน 3,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014264",Prod.พระราม 4,ZZA9,พระราม 4/4,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014301",Metro 2,"00014506",Prod.บางบัวทอง,ZZAG,บางหลวง,CPAC,ปทุมธานี
"90000140",RMC Metro,"00014302",Metro 3,"00014431",Prod.บางนา,ZZAK,บางนา กม.8-ราม2,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014431",Prod.บางนา,ZZAQ,บางนา กม.4/2,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014431",Prod.บางนา,ZZEZ,HUB PFA พระประแดง,CPAC,สมุทรปราการ
"90000142",RMC East,"00020163",East 1,"00020176",ผลิตสระบุรี,ZZFB,เฉลิมพระเกียรติ,CPAC,สระบุรี
"90000142",RMC East,"00020163",East 1,"00020176",ผลิตสระบุรี,ZZFD,มิตรภาพ 35,CPAC,สระบุรี
"90000142",RMC East,"00020163",East 1,"00020177",ผลิตปราจีนบุรี,ZZFK,นาดี 1,CPAC,ปราจีนบุรี
"90000142",RMC East,"00023135",East 3,"00020171",ผลิตบ่อวิน,ZZFM,บ่อวิน Mobile,CPAC,ชลบุรี
"90000143",RMC West,"00014548",West 2,"00014641",Prod.นครปฐม,ZZK2,วังตะกู,CPAC,นครปฐม
"90000143",RMC West,"00014547",West 1,"00014670",Prod.อยุธยา,ZZK3,ภาชี - ORU,CPAC,พระนครศรีอยุธยา
"90000143",RMC West,"00014547",West 1,"00014670",Prod.อยุธยา,ZZK4,สหรัตนคร 2,CPAC,พระนครศรีอยุธยา
"90000143",RMC West,"00014547",West 1,"00014670",Prod.อยุธยา,ZZK5,บางปะอิน,CPAC,พระนครศรีอยุธยา
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZP1,FC เขื่อนอุบลรัตน์ (Type X2),X,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZP2,FC น้ำพอง (Type X2),X,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZP3,FC ขอนแก่น1 (Type X2),X,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZP4,FC ขอนแก่น2 (Type X2),X,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZP5,FC ท่าพระ (Type X2),X,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZP6,FC เมืองเลย2 (Type N),N,เลย
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZP8,FC หนองเรือ (Type X2),X,ขอนแก่น
"90000145",RMC Northeast,"00014248",Northeast 3,"00014242",Prod.สกลนคร,ZZP9,FC นครพนม3 (Type N),N,นครพนม
"90000145",RMC Northeast,"00014243",Northeast 2,"00014282",Prod.ขอนแก่น,ZZPB,โนนสมบูรณ์ 2,CPAC,ขอนแก่น
"90000145",RMC Northeast,"00014222",Northeast 1,"00014251",Prod.โคราช-หัวทะเล,ZZPM,เพชรมาตุคลา,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014251",Prod.โคราช-หัวทะเล,ZZPP,วังน้ำเขียว-อุดมทรัพย์,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014277",Prod.บุรีรัมย์,ZZQJ,ประโคนชัย 2,CPAC,บุรีรัมย์
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZS1,FC ภูเวียง (Type N),N,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZS2,FC โนนศิลา (Type N),N,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZS4,FC อุดร - นาข่า  (Type N),N,อุดรธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZS5,FC อุดร - นิคมสงเคราะห์  (Type N),N,อุดรธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,ZZTA,FC โนนสะอาด (Type X2),X,อุดรธานี
"90000144",RMC North,"00014803",North 1,"00014919",Prod.เชียงใหม่2,ZZUB,ลำพูน-บ้านธิ,CPAC,ลำพูน
"90000144",RMC North,"00014804",North 2,"00014898",Prod.เชียงราย,ZZUC,พะเยา 2,CPAC,พะเยา
"90000144",RMC North,"00014803",North 1,"00014864",Prod.เชียงใหม่1,ZZUG,เชียงใหม่-ดอยสะเก็ด,CPAC,เชียงใหม่
"90000144",RMC North,"00014806",North 3,"00014988",Prod.พิษณุโลก,ZZUH,สุโขทัย-ศรีสำโรง,CPAC,สุโขทัย
"90000144",RMC North,"00014803",North 1,"00014919",Prod.เชียงใหม่2,ZZUJ,เชียงใหม่-ดอยหล่อ,CPAC,เชียงใหม่
"90000144",RMC North,"00014803",North 1,"00014864",Prod.เชียงใหม่1,ZZUQ,เชียงใหม่-สันทราย,CPAC,เชียงใหม่
